country_id,country,continent,year,lifeexp,population,gdpPercap,trans_deaths,resp_deaths,ext_deaths,total_perthou,death_cat
11,Canada,Americas,2002,79.769997,31902268,33329,3129,17761,13835,450.1000061,low
11,Canada,Americas,2007,80.653,33390141,36319,3077,20518,14949,407.8999939,low
12,Chile,Americas,1982,70.565002,11487112,5096,1398,5923,8549,823.9,high
12,Chile,Americas,1987,72.491997,12463354,5547,1024,7902,8404,763.7999878,high
12,Chile,Americas,1992,74.125999,13572994,7596,1647,8206,8864,683.9000244,middle
12,Chile,Americas,1997,75.816002,14599929,10118,1873,9986,8280,581.7999878,middle
12,Chile,Americas,2002,77.860001,15497046,10779,2021,7688,7319,513.5999756,low
12,Chile,Americas,2007,78.553001,16284741,13172,2159,9103,7657,476.7000122,low
13,Colombia,Americas,1982,66.653,27764644,4398,,,,,
13,Colombia,Americas,1987,67.767998,30964245,4903,4462,12722,32179,610,middle
13,Colombia,Americas,1992,68.420998,34202721,5445,5323,12629,44395,741.5,high
13,Colombia,Americas,1997,70.313004,37657830,6117,7187,15112,40992,639.2000122,middle
13,Colombia,Americas,2002,71.681999,41008227,5755,7017,15573,48320,624.2999878,middle
13,Colombia,Americas,2007,72.889,44227550,7007,6583,19321,32469,557.5999756,low
14,Costa Rica,Americas,1982,73.449997,2424367,5263,326,819,969,716.9,middle
14,Costa Rica,Americas,1987,74.751999,2799811,5630,426,1091,1206,709.9000244,middle
14,Costa Rica,Americas,1992,75.712997,3173216,6160,495,1212,1484,650.5,middle
14,Costa Rica,Americas,1997,77.260002,3518107,6677,583,1568,1636,522.9000244,low
14,Costa Rica,Americas,2002,78.123001,3834934,7723,677,1285,1851,457.1000061,low
14,Costa Rica,Americas,2007,78.781998,4133884,9645,628,1448,1927,404.6000061,low
15,Croatia,Europe,1982,70.459999,4413368,13222,,,,,
15,Croatia,Europe,1987,71.519997,4484310,13823,1019,1935,4104,871.2000122,high
15,Croatia,Europe,1992,72.527,4494013,8448,869,2251,6346,820,high
15,Croatia,Europe,1997,73.68,4444595,9876,661,2224,3119,835.7999878,high
15,Croatia,Europe,2002,74.875999,4481020,11628,639,2105,2707,703.2000122,middle
15,Croatia,Europe,2007,75.748001,4493312,14619,678,2636,2953,649.2000122,middle
16,Cuba,Americas,1982,73.717003,9789224,7317,,5669,6707,693.7,middle
16,Cuba,Americas,1987,74.174004,10239839,7533,,6191,7612,658.0999756,middle
16,Cuba,Americas,1992,74.414001,10723260,5593,2296,6711,8924,667.2000122,middle
16,Cuba,Americas,1997,76.151001,10983007,5432,2134,8352,8547,599.7999878,middle
16,Cuba,Americas,2002,77.157997,11226999,6341,1486,7703,6952,523.5999756,low
16,Cuba,Americas,2007,78.273003,11416987,8948,1001,8797,6450,513.2999878,low
17,Czech Republic,Europe,1982,70.959999,10303704,15377,,,,,
17,Czech Republic,Europe,1987,71.580002,10311597,16310,1244,5879,8487,901.5999756,high
17,Czech Republic,Europe,1992,72.400002,10315702,14297,1715,5093,8692,832.2000122,high
17,Czech Republic,Europe,1997,74.010002,10300707,16049,1584,4313,7854,737.5999756,high
17,Czech Republic,Europe,2002,75.510002,10256295,17596,1490,4713,6838,670.2999878,middle
17,Czech Republic,Europe,2007,76.486,10228744,22833,1248,5715,6131,584,middle
18,Denmark,Europe,1982,74.629997,5117810,21688,,,,,
18,Denmark,Europe,1987,74.800003,5127024,25116,,,,,
18,Denmark,Europe,1992,75.330002,5171393,26407,,,,,
18,Denmark,Europe,1997,76.110001,5283663,29804,521,5429,3537,618.2999878,middle
18,Denmark,Europe,2002,77.18,5374693,32167,465,5823,2596,573.0999756,middle
18,Denmark,Europe,2007,78.332001,5468120,35278,385,5658,2503,511.7999878,low
19,Dominican Republic,Americas,1982,63.727001,5968349,2861,548,1742,2055,,
19,Dominican Republic,Americas,1987,66.045998,6655297,2900,951,1460,2718,,
19,Dominican Republic,Americas,1992,68.457001,7351181,3044,746,1412,2250,,
19,Dominican Republic,Americas,1997,69.957001,7992357,3614,1208,1495,3113,,
19,Dominican Republic,Americas,2002,70.847,8650322,4564,1393,1532,3590,,
19,Dominican Republic,Americas,2007,72.235001,9319622,6025,1248,1940,3536,,
20,Ecuador,Americas,1982,64.342003,8365850,7214,1969,7109,6055,893,high
20,Ecuador,Americas,1987,67.231003,9545158,6482,1760,6034,6169,816,high
20,Ecuador,Americas,1992,69.612999,10748394,7104,2184,5609,7160,711.4000244,middle
20,Ecuador,Americas,1997,72.311996,11911819,7429,2040,4758,7554,598.5,middle
20,Ecuador,Americas,2002,74.172997,12921234,5773,1972,5259,7735,547.2999878,low
20,Ecuador,Americas,2007,74.994003,13755680,6873,2667,5024,8610,495.8999939,low
21,Egypt,Africa,1982,56.006001,45681811,3504,,,,,
21,Egypt,Africa,1987,59.797001,52799062,3885,3551,68983,19185,1111.099976,high
21,Egypt,Africa,1992,63.674,59402198,3795,,46568,16077,872.5,high
21,Egypt,Africa,1997,67.217003,66134291,4173,,,,,
21,Egypt,Africa,2002,69.806,73312559,4755,6299,30522,17778,862.0999756,high
21,Egypt,Africa,2007,71.337997,80264543,5581,6628,32191,17569,1901.5,high
22,El Salvador,Americas,1982,56.604,4474873,4098,704,1685,8350,961.3,high
22,El Salvador,Americas,1987,63.153999,4842194,4140,,,,,
22,El Salvador,Americas,1992,66.797997,5274649,4444,1075,1616,5164,862.2000122,high
22,El Salvador,Americas,1997,69.535004,5783439,5155,1426,2624,5086,733.5999756,high
22,El Salvador,Americas,2002,70.734001,6353681,5352,1599,2281,4683,623.7999878,middle
22,El Salvador,Americas,2007,71.877998,6939688,5728,1546,2556,6082,628.0999756,middle
23,Finland,Europe,1982,74.550003,4826933,18533,,,,,
23,Finland,Europe,1987,74.830002,4931729,21141,720,3179,4236,679.0999756,middle
23,Finland,Europe,1992,75.699997,5041039,20647,766,3638,4537,636.5,middle
23,Finland,Europe,1997,77.129997,5134406,23724,561,3999,4280,568.4000244,middle
23,Finland,Europe,2002,78.370003,5193039,28205,531,3865,4077,515.7999878,low
23,Finland,Europe,2007,79.313004,5238460,33207,467,2233,4245,461,low
24,France,Europe,1982,74.889999,54433565,20294,11334,32191,50534,635.3,middle
24,France,Europe,1987,76.339996,55630100,22066,9756,32446,46677,568.7999878,middle
24,France,Europe,1992,77.459999,57374179,24704,9196,37772,46531,516.7999878,low
24,France,Europe,1997,78.639999,58623428,25890,7904,43319,43388,475.5,low
24,France,Europe,2002,79.589996,59925035,28926,7332,33607,40888,463.6000061,low
24,France,Europe,2007,80.656998,61083916,30470,4643,32022,36645,398.5,low
25,Germany,Europe,1982,73.800003,78335266,22032,,,,,
25,Germany,Europe,1987,74.847,77718298,24639,,,,,
25,Germany,Europe,1992,76.07,80597764,26505,11062,50360,44751,615.0999756,middle
25,Germany,Europe,1997,77.339996,82011073,27789,8730,50422,36801,555.2999878,low
25,Germany,Europe,2002,78.669998,82350671,30036,7089,53646,34296,502.3999939,low
25,Germany,Europe,2007,79.405998,82400996,32170,5170,57956,30650,444.2999878,low
26,Greece,Europe,1982,75.239998,9786480,15268,2012,5386,4828,615.3,middle
26,Greece,Europe,1987,76.669998,9974490,16121,1922,4988,5403,613.0999756,middle
26,Greece,Europe,1992,77.029999,10325429,17541,2280,6162,4036,567.9000244,middle
26,Greece,Europe,1997,77.869003,10502372,18748,2408,5570,4422,532.4000244,low
26,Greece,Europe,2002,78.255997,10603863,22514,1865,7650,3993,510.1000061,low
26,Greece,Europe,2007,79.483002,10706290,27538,1793,10229,4143,473.8999939,low
27,Guatemala,Americas,1982,58.137001,6395630,4820,,,,,
27,Guatemala,Americas,1987,60.782001,7326406,4246,537,9728,5736,904.4000244,high
27,Guatemala,Americas,1992,63.373001,8486949,4439,476,13343,7599,1107.900024,high
27,Guatemala,Americas,1997,66.321999,9803875,4684,526,12207,8640,902.4000244,high
27,Guatemala,Americas,2002,68.977997,11178650,4858,357,11310,8885,792.5999756,high
27,Guatemala,Americas,2007,70.259003,12572928,5186,419,9629,11589,730.2000122,high
28,Haiti,Americas,1982,51.460999,5198399,2011,,,,,
28,Haiti,Americas,1987,53.636002,5756203,1823,,,,,
28,Haiti,Americas,1992,55.089001,6326682,1456,,,,,
28,Haiti,Americas,1997,56.671001,6913545,1342,6,284,37,,
28,Haiti,Americas,2002,58.137001,7607651,1270,103,353,506,,
28,Haiti,Americas,2007,60.916,8502814,1202,,,,,
29,Honduras,Americas,1982,60.909,3669448,3122,,,,,
29,Honduras,Americas,1987,64.491997,4372203,3023,310,1033,1916,,
29,Honduras,Americas,1992,66.399002,5077347,3082,,,,,
29,Honduras,Americas,1997,67.658997,5867957,3160,,,,,
29,Honduras,Americas,2002,68.565002,6677328,3100,,,,,
29,Honduras,Americas,2007,70.197998,7483763,3548,,,,,
30,Hungary,Europe,1982,69.389999,10705535,12546,2088,7825,12281,995.5,high
30,Hungary,Europe,1987,69.580002,10612740,12986,2024,6335,12828,960.2000122,high
30,Hungary,Europe,1992,69.169998,10348684,10536,2663,6951,13088,996.5999756,high
30,Hungary,Europe,1997,71.040001,10244684,11713,1724,5850,10309,887,high
30,Hungary,Europe,2002,72.589996,10083313,14844,1748,4701,9513,797.7999878,high
30,Hungary,Europe,2007,73.337997,9956108,18009,1529,6771,7438,741.7999878,high
31,Iceland,Europe,1982,76.989998,233997,23270,44,146,127,,
31,Iceland,Europe,1987,77.230003,244676,26923,42,195,122,,
31,Iceland,Europe,1992,78.769997,259012,25144,32,238,106,,
31,Iceland,Europe,1997,78.949997,271192,28061,26,185,104,,
31,Iceland,Europe,2002,80.5,288030,31163,32,144,112,,
31,Iceland,Europe,2007,81.757004,301931,36181,18,157,119,,
32,Iraq,Asia,1982,62.037998,14173318,14518,,,,,
32,Iraq,Asia,1987,65.043999,16543189,11644,,,,,
32,Iraq,Asia,1992,59.460999,17861905,3746,,,,,
32,Iraq,Asia,1997,58.811001,20775703,3076,,,,,
32,Iraq,Asia,2002,57.046001,24001816,4391,,,,,
32,Iraq,Asia,2007,59.544998,27499638,4471,,,,,
33,Ireland,Europe,1982,73.099998,3480000,12618,583,4231,1629,809,high
33,Ireland,Europe,1987,74.360001,3539900,13873,482,3966,1462,733.7999878,high
33,Ireland,Europe,1992,75.467003,3557761,17559,420,4105,1329,671.5999756,middle
33,Ireland,Europe,1997,76.122002,3667233,24522,450,4855,1485,640.5999756,middle
33,Ireland,Europe,2002,77.782997,3879155,34077,379,4344,1603,551.7999878,low
33,Ireland,Europe,2007,78.885002,4109086,40676,305,3324,1759,463.2000122,low
34,Israel,Asia,1982,74.449997,3858421,15367,402,2155,1218,729.2,high
34,Israel,Asia,1987,75.599998,4203148,17122,481,1987,2035,655.7000122,middle
34,Israel,Asia,1992,76.93,4936550,18052,333,2219,1932,598.0999756,middle
34,Israel,Asia,1997,78.268997,5531387,20897,532,2575,1857,519.5999756,low
34,Israel,Asia,2002,79.695999,6029529,21906,564,2666,2435,472.7999878,low
34,Israel,Asia,2007,80.745003,6426679,25523,437,3272,1898,425,low
35,Italy,Europe,1982,74.980003,56535636,16537,10378,34335,28826,675.9,middle
35,Italy,Europe,1987,76.419998,56729703,19207,9361,33932,28256,599.7999878,middle
35,Italy,Europe,1992,77.440002,56840847,22014,9846,32499,29272,553.2999878,low
35,Italy,Europe,1997,78.82,57479469,24675,8059,35455,28412,495,low
35,Italy,Europe,2002,80.239998,57926999,27968,7305,35941,26693,435.2000122,low
35,Italy,Europe,2007,80.545998,58147733,28570,5831,37812,24459,388.2999878,low
36,Jamaica,Americas,1982,71.209999,2298309,6068,16,569,150,,
36,Jamaica,Americas,1987,71.769997,2326606,6351,82,833,747,538.7000122,low
36,Jamaica,Americas,1992,71.765999,2378618,7405,,,,,
36,Jamaica,Americas,1997,72.262001,2531311,7122,,,,,
36,Jamaica,Americas,2002,72.046997,2664659,6995,26,1006,339,572,middle
36,Jamaica,Americas,2007,72.567001,2780132,7321,,,,,
37,Japan,Asia,1982,77.110001,118454974,19384,13749,59955,53048,554.5,low
37,Japan,Asia,1987,78.669998,122091325,22376,13762,75886,55671,482.7999878,low
37,Japan,Asia,1992,79.360001,124329269,26825,15828,107434,58952,457.3999939,low
37,Japan,Asia,1997,80.690002,125956499,28817,13981,123148,65537,405.5,low
37,Japan,Asia,2002,82,127065841,28605,11743,136891,73327,364,low
37,Japan,Asia,2007,82.602997,127467972,31656,8268,168078,73826,341.3999939,low
38,Jordan,Asia,1982,63.738998,2347031,4161,,,,,
38,Jordan,Asia,1987,65.869003,2820042,4449,,,,,
38,Jordan,Asia,1992,68.014999,3867409,3432,,,,,
38,Jordan,Asia,1997,69.772003,4526235,3645,,,,,
38,Jordan,Asia,2002,71.263,5307470,3845,,,,,
38,Jordan,Asia,2007,72.535004,6053193,4519,,,,,
39,Kuwait,Asia,1982,71.308998,1497494,31354,536,414,838,893.4,high
39,Kuwait,Asia,1987,74.174004,1891487,28118,345,308,588,706.5999756,middle
39,Kuwait,Asia,1992,75.190002,1418095,34933,,,,,
39,Kuwait,Asia,1997,76.155998,1765345,40301,374,199,630,789.7000122,high
39,Kuwait,Asia,2002,76.903999,2111561,35110,371,221,644,544.4000244,low
39,Kuwait,Asia,2007,77.587997,2505559,47307,516,306,882,461.5,low
40,Malaysia,Asia,1982,68,14441916,4920,,,,,
40,Malaysia,Asia,1987,69.5,16331785,5250,,,,,
40,Malaysia,Asia,1992,70.693001,18319502,7278,,,,,
40,Malaysia,Asia,1997,71.938004,20476091,10133,3062,4407,7138,,
40,Malaysia,Asia,2002,73.043999,22662365,10207,3469,6403,7308,,
40,Malaysia,Asia,2007,74.240997,24821286,12452,4132,8199,8261,,
41,Mauritius,Africa,1982,66.710999,992040,3688,15,726,405,1219.6,high
41,Mauritius,Africa,1987,68.739998,1042663,4784,95,555,503,1008.799988,high
41,Mauritius,Africa,1992,69.745003,1096202,6058,159,703,478,906.5999756,high
41,Mauritius,Africa,1997,70.736,1149818,7426,145,627,469,924.5,high
41,Mauritius,Africa,2002,71.954002,1200206,9022,214,670,524,823,high
41,Mauritius,Africa,2007,72.801003,1250882,10957,148,571,528,749.2999878,high
42,Mexico,Americas,1982,67.404999,71640904,9611,16319,48448,67481,891.2,high
42,Mexico,Americas,1987,69.498001,80122492,8688,12908,40463,61423,820.5999756,high
42,Mexico,Americas,1992,71.455002,88111030,9472,14564,39584,60018,777.5999756,high
42,Mexico,Americas,1997,73.669998,95895146,9767,15324,44583,55956,651,middle
42,Mexico,Americas,2002,74.902,102479927,10742,14932,39065,51658,602.5,middle
42,Mexico,Americas,2007,76.195,108700891,11978,15256,42622,52762,574.7000122,middle
43,Mongolia,Asia,1982,57.488998,1756032,2001,,,,,
43,Mongolia,Asia,1987,60.222,2015133,2338,,,,,
43,Mongolia,Asia,1992,61.271,2312802,1785,,,,,
43,Mongolia,Asia,1997,63.625,2494803,1902,,,,,
43,Mongolia,Asia,2002,65.032997,2674234,2141,,,,,
43,Mongolia,Asia,2007,66.803001,2874127,3096,,,,,
44,Montenegro,Europe,1982,74.100998,562548,11223,,,,,
44,Montenegro,Europe,1987,74.864998,569473,11733,,,,,
44,Montenegro,Europe,1992,75.434998,621621,7003,,,,,
44,Montenegro,Europe,1997,75.445,692651,6466,,,,,
44,Montenegro,Europe,2002,73.981003,720230,6557,0,243,238,731.4000244,high
44,Montenegro,Europe,2007,74.542999,684736,9254,79,236,233,711.7000122,middle
45,Morocco,Africa,1982,59.650002,20198730,2703,,,,,
45,Morocco,Africa,1987,62.676998,22987397,2755,,,,,
45,Morocco,Africa,1992,65.392998,25798239,2948,,,,,
45,Morocco,Africa,1997,67.660004,28529501,2982,,,,,
45,Morocco,Africa,2002,69.614998,31167783,3258,,,,,
45,Morocco,Africa,2007,71.164001,33757175,3820,,,,,
46,Netherlands,Europe,1982,76.050003,14310401,21399,1795,7845,5936,612,middle
46,Netherlands,Europe,1987,76.830002,14665278,23651,1488,8564,5454,577.7999878,middle
46,Netherlands,Europe,1992,77.419998,15174244,26791,1423,9842,5424,556.7999878,low
46,Netherlands,Europe,1997,78.029999,15604464,30246,1196,13176,5149,534.7000122,low
46,Netherlands,Europe,2002,78.529999,16122830,33725,1055,13511,5318,515.2000122,low
46,Netherlands,Europe,2007,79.762001,16570613,36798,799,13536,5211,433,low
47,New Zealand,Oceania,1982,73.839996,3210650,17632,834,2602,1880,720.8,middle
47,New Zealand,Oceania,1987,74.32,3317166,19007,924,2882,2033,691.7999878,middle
47,New Zealand,Oceania,1992,76.330002,3437674,18363,713,2812,1854,601.7000122,middle
47,New Zealand,Oceania,1997,77.550003,3676187,21050,617,2910,1783,542.2000122,low
47,New Zealand,Oceania,2002,79.110001,3908037,23190,531,2383,1698,483.5,low
47,New Zealand,Oceania,2007,80.204002,4115771,25185,481,2341,1835,426.1000061,low
48,Nicaragua,Americas,1982,59.298,2979423,3470,,,,,
48,Nicaragua,Americas,1987,62.007999,3344353,2956,,,,,
48,Nicaragua,Americas,1992,65.843002,4017939,2170,458,1118,1843,,
48,Nicaragua,Americas,1997,68.426003,4609572,2253,381,958,1971,,
48,Nicaragua,Americas,2002,70.835999,5146848,2475,465,1060,2003,,
48,Nicaragua,Americas,2007,72.899002,5675356,2749,519,1425,2234,,
49,Norway,Europe,1982,75.970001,4114787,26299,,,,,
49,Norway,Europe,1987,75.889999,4186147,31541,577,3887,2692,609.9000244,middle
49,Norway,Europe,1992,77.32,4286357,33966,466,4576,2442,562.2999878,middle
49,Norway,Europe,1997,78.32,4405672,41283,395,4010,2335,521.5999756,low
49,Norway,Europe,2002,79.050003,4535591,44684,384,4669,2287,487.7999878,low
49,Norway,Europe,2007,80.195999,4627926,49357,271,4242,2386,423.8999939,low
50,Oman,Asia,1982,62.728001,1301048,12955,,,,,
50,Oman,Asia,1987,67.734001,1593882,18115,,,,,
50,Oman,Asia,1992,71.196999,1915208,18617,,,,,
50,Oman,Asia,1997,72.499001,2283635,19702,,,,,
50,Oman,Asia,2002,74.193001,2713462,19775,,,,,
50,Oman,Asia,2007,75.639999,3204897,22316,,,,,
51,Panama,Americas,1982,70.472,2036305,7010,394,679,1013,585.8,middle
51,Panama,Americas,1987,71.523003,2253639,7035,402,853,1157,616,middle
51,Panama,Americas,1992,72.461998,2484997,6619,,,,,
51,Panama,Americas,1997,73.737999,2734531,7114,540,1036,1548,558.4000244,middle
51,Panama,Americas,2002,74.711998,2990875,7356,448,978,1434,487.5,low
51,Panama,Americas,2007,75.537003,3242173,9809,453,1411,1615,484.1000061,low
52,Paraguay,Americas,1982,66.874001,3366439,4259,225,858,876,518.9,low
52,Paraguay,Americas,1987,67.377998,3886512,3999,242,978,936,479.2999878,low
52,Paraguay,Americas,1992,68.224998,4483945,4196,,,,,
52,Paraguay,Americas,1997,69.400002,5154123,4247,514,1192,1945,536.5,low
52,Paraguay,Americas,2002,70.754997,5884491,3784,381,1164,2105,521.2000122,low
52,Paraguay,Americas,2007,71.751999,6667147,4173,886,1412,2544,545.0999756,low
53,Peru,Americas,1982,61.405998,18125129,6435,,17841,5557,,
53,Peru,Americas,1987,64.134003,20195924,6361,990,9180,5669,,
53,Peru,Americas,1992,66.458,22430449,4446,1344,9552,7261,,
53,Peru,Americas,1997,68.386002,24748122,5838,1882,11327,9281,,
53,Peru,Americas,2002,69.905998,26769436,5909,1528,14030,7394,,
53,Peru,Americas,2007,71.420998,28674757,7409,2220,15549,9782,,
54,Philippines,Asia,1982,62.082001,53456774,2603,,,,,
54,Philippines,Asia,1987,64.151001,60017788,2190,,,,,
54,Philippines,Asia,1992,66.458,67185766,2279,3327,59373,25880,933.4000244,high
54,Philippines,Asia,1997,68.564003,75012988,2537,5409,53276,29375,935.9000244,high
54,Philippines,Asia,2002,70.303001,82995088,2651,6131,56413,33617,988.9000244,high
54,Philippines,Asia,2007,71.688004,91077287,3190,7305,60381,34382,946.9000244,high
55,Poland,Europe,1982,71.32,36227381,8452,,17480,24457,844.5,high
55,Poland,Europe,1987,70.980003,37740710,9082,6486,18030,25559,890,high
55,Poland,Europe,1992,70.989998,38370697,7739,8452,13292,30020,869.5999756,high
55,Poland,Europe,1997,72.75,38654957,10160,,,,,
55,Poland,Europe,2002,74.669998,38625976,12002,6500,15537,25388,686.5999756,middle
55,Poland,Europe,2007,75.563004,38518241,15390,6064,19422,24751,644.4000244,middle
56,Portugal,Europe,1982,72.769997,9859650,11754,3365,6102,7585,777.4,high
56,Portugal,Europe,1987,74.059998,9915289,13039,2834,6301,7035,724.2000122,middle
56,Portugal,Europe,1992,74.860001,9927680,16207,2997,6742,6593,679.5,middle
56,Portugal,Europe,1997,75.970001,10156415,17641,2126,9120,5533,625.2999878,middle
56,Portugal,Europe,2002,77.290001,10433867,19971,2220,9250,5741,553.9000244,low
56,Portugal,Europe,2007,78.098,10642836,20510,1184,10967,4461,477.8999939,low
57,Puerto Rico,Americas,1982,73.75,3279001,10331,499,2115,1818,674,middle
57,Puerto Rico,Americas,1987,74.629997,3444468,12281,681,2579,2167,696.2000122,middle
57,Puerto Rico,Americas,1992,73.911003,3585176,14642,643,2747,2589,669.5999756,middle
57,Puerto Rico,Americas,1997,74.917,3759430,16999,636,2974,2652,611.4000244,middle
57,Puerto Rico,Americas,2002,77.778,3859606,18856,559,2692,2110,532.7000122,low
57,Puerto Rico,Americas,2007,78.746002,3942491,19329,470,2828,2227,521,low
58,Reunion,Africa,1982,69.885002,517810,5267,,,,,
58,Reunion,Africa,1987,71.913002,562035,5303,,,,,
58,Reunion,Africa,1992,73.614998,622191,6101,,,,,
58,Reunion,Africa,1997,74.772003,684810,6072,,,,,
58,Reunion,Africa,2002,75.744003,743981,6316,96,306,394,597.5,middle
58,Reunion,Africa,2007,76.442001,798094,7670,70,285,342,489.7000122,low
59,Romania,Europe,1982,69.660004,22356726,9605,,27403,15136,947.3,high
59,Romania,Europe,1987,69.529999,22686371,9696,,27103,16127,990.5999756,high
59,Romania,Europe,1992,69.360001,22797027,6598,4772,21420,16927,959.7999878,high
59,Romania,Europe,1997,69.720001,22562458,7347,4503,17492,17316,977.5,high
59,Romania,Europe,2002,71.321999,22404337,7885,3479,15325,14509,889.2999878,high
59,Romania,Europe,2007,72.475998,22276056,10808,3644,12657,12593,758,high
60,Sao Tome and Principe,Africa,1982,60.351002,98593,1890,,,,,
60,Sao Tome and Principe,Africa,1987,61.728001,110812,1517,7,124,16,,
60,Sao Tome and Principe,Africa,1992,62.742001,125911,1429,,,,,
60,Sao Tome and Principe,Africa,1997,63.306,145608,1339,,,,,
60,Sao Tome and Principe,Africa,2002,64.336998,170372,1353,,,,,
